banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
24.58024.580,650.0,24.90524.905,"23,67 23,67 ","7,04 7,04 ",10.659 10.659 ,4.615 4.615 ,382 382 ,13.028,5.47,50.0,256.0,21.99021.990,5.462,1404.0,52.0,44,0.0,25.60625.606
736.851736.851,454.0,737.078737.078,"66,97 66,97 ","21,06 21,06 ",340.038 340.038 ,340.344 340.344 ,15.621 15.621 ,46.43,35.72,666.0,58.7,296.798296.798,245.918,306.424,149.15,36.50236.502,37.182,732.320732.320
89.85189.851,4.0,89.85389.853,"37,52 37,52 ","9,31 9,31 ",25.337 25.337 ,61.547 61.547 ,23 23 ,5.694,198.0,78.0,6.744,62.89562.895,41.382,7.918,170.0,494494,0.0,91.53591.535
45.90345.903,1088.0,46.44746.447,"93,38 93,38 ","27,68 27,68 ",19.789 19.789 ,23.549 23.549 ,1.623 1.623 ,0.0,2.972,12.0,262.0,38.85138.851,7.246,1282.0,160.0,2929,0.0,43.36143.361
171.970171.970,64.0,172.002172.002,"41,63 41,63 ","10,31 10,31 ",159.215 159.215 ,11.670 11.670 ,118 118 ,1356.0,642.0,32.0,10.376,82.24082.240,85.754,52.42,1694.0,14.83914.839,0.0,172.217172.217
3.845.5943.845.594,20.208,3.855.6983.855.698,"67,85 67,85 ","22,22 22,22 ",1.284.658 1.284.658 ,2.079.900 2.079.900 ,382.971 382.971 ,150.48,65.858,399.536,93.704,1.436.2591.436.259,435.57,877.326,1004.55,985.767985.767,86.876,3.870.8073.870.807
1.412.1771.412.177,6.886,1.415.6201.415.620,"110,55 110,55 ","46,09 46,09 ",309.937 309.937 ,1.061.358 1.061.358 ,36.082 36.082 ,7.924,8.562,148.0,2.054,281.370281.370,248.174,479.382,592.31,475.991475.991,0.0,1.418.3951.418.395
33.62633.626,18.0,33.63533.635,"32,13 32,13 ","8,17 8,17 ",25.682 25.682 ,5.543 5.543 ,13 13 ,292.0,4.502,68.0,86.0,16.63116.631,17.34,12.098,68.0,1010,4.302,33.62233.622
108.721108.721,26.0,108.734108.734,"34,14 34,14 ","9,13 9,13 ",50.765 50.765 ,47.448 47.448 ,4.203 4.203 ,9.454,3.182,138.0,2.766,38.48838.488,52.862,33.578,30.696,9.9049.904,2.984,109.904109.904
86.03886.038,3.036,87.55687.556,"46,99 46,99 ","14,40 14,40 ",37.313 37.313 ,26.338 26.338 ,1.917 1.917 ,28.886,15.09,132.0,7.904,69.03269.032,20.098,2.99,148.0,165165,9.0,89.33389.333
111.539111.539,20.0,111.549111.549,"38,16 38,16 ","10,05 10,05 ",53.835 53.835 ,47.431 47.431 ,1.701 1.701 ,4.888,12.276,20.0,6.024,40.42440.424,55.548,26.228,23.856,7.1197.119,12.16,109.461109.461
775.023775.023,210.0,775.128775.128,"68,07 68,07 ","20,84 20,84 ",314.768 314.768 ,388.254 388.254 ,23.023 23.023 ,67.694,30.472,162.0,16.33,248.427248.427,201.024,314.916,340.318,76.05376.053,17.876,769.793769.793
235.780235.780,88.0,235.824235.824,"57,48 57,48 ","17,19 17,19 ",97.081 97.081 ,91.081 91.081 ,12.764 12.764 ,34.738,35.058,36.0,11.81,100.687100.687,104.632,46.392,48.442,10.66410.664,34.412,234.213234.213
46.43846.438,0.0,46.43846.438,"30,42 30,42 ","7,74 7,74 ",21.916 21.916 ,8.686 8.686 ,1.382 1.382 ,28.584,324.0,2.22,698.0,26.51226.512,10.798,16.768,5.278,2.2582.258,200.0,46.75146.751
86.70686.706,2.0,86.70786.707,"44,51 44,51 ","11,38 11,38 ",33.022 33.022 ,30.742 30.742 ,274 274 ,1624.0,43.714,54.0,1880.0,26.23326.233,16.882,53.4,54.0,2.6002.600,43.53,86.73386.733
89.93789.937,536.0,90.20590.205,"77,08 77,08 ","25,40 25,40 ",19.471 19.471 ,52.101 52.101 ,4.840 4.840 ,21.578,6.008,472.0,6.578,75.40675.406,10.382,2.732,2.89,629629,5.322,90.22390.223
50.28350.283,36.0,50.30150.301,"48,70 48,70 ","12,97 12,97 ",15.014 15.014 ,34.984 34.984 ,11 11 ,502.0,82.0,18.0,22.0,39.81939.819,8.594,9.714,26.0,1.2981.298,0.0,50.30450.304
222.535222.535,2.644,223.857223.857,"40,75 40,75 ","11,37 11,37 ",148.673 148.673 ,54.027 54.027 ,6.865 6.865 ,25.496,3.088,40.0,5.044,205.165205.165,5.942,20.184,2.512,234234,0.0,222.260222.260
132.878132.878,0.0,132.878132.878,"39,15 39,15 ","10,66 10,66 ",55.373 55.373 ,64.272 64.272 ,543 543 ,842.0,24.538,94.0,4.452,45.76945.769,54.77,30.816,37.764,8.1298.129,24.412,130.052130.052
120.954120.954,3.998,122.953122.953,"63,08 63,08 ","18,78 18,78 ",43.420 43.420 ,59.021 59.021 ,4.983 4.983 ,25.584,5.474,604.0,6.076,61.77661.776,9.376,34.636,42.42,14.13214.132,844.0,122.886122.886
137.632137.632,1830.0,138.547138.547,"61,09 61,09 ","18,79 18,79 ",67.841 67.841 ,36.527 36.527 ,4.037 4.037 ,20.97,39.314,768.0,2.708,86.36686.366,4.402,20.582,24.814,6.9076.907,37.038,138.429138.429
142.567142.567,2.0,142.568142.568,"41,89 41,89 ","10,15 10,15 ",68.827 68.827 ,62.343 62.343 ,725 725 ,2.42,18.926,98.0,1948.0,59.63859.638,73.846,33.922,28.118,6.4616.461,15.17,142.650142.650
69.46169.461,1128.0,70.02570.025,"35,60 35,60 ","9,07 9,07 ",51.680 51.680 ,7.425 7.425 ,1.174 1.174 ,5.74,13.752,44.0,426.0,60.91360.913,4.354,1570.0,14.0,44,12.238,70.24070.240
117.094117.094,582.0,117.385117.385,"81,79 81,79 ","23,41 23,41 ",11.130 11.130 ,10.298 10.298 ,347 347 ,114.484,76.736,114.0,204.0,16.57516.575,9.928,934.0,114.472,55,75.954,117.383117.383
30.22530.225,650.0,30.55030.550,"28,85 28,85 ","8,58 8,58 ",10.665 10.665 ,10.257 10.257 ,379 379 ,13.028,5.47,50.0,168.0,24.86124.861,7.612,2.404,56.0,44,0.0,30.01030.010
743.258743.258,452.0,743.484743.484,"67,42 67,42 ","21,20 21,20 ",325.420 325.420 ,355.140 355.140 ,18.236 18.236 ,43.96,45.416,642.0,16.854,300.124300.124,250.352,259.482,200.262,49.86549.865,44.646,736.108736.108
126.752126.752,4.0,126.754126.754,"52,79 52,79 ","13,10 13,10 ",24.393 24.393 ,64.783 64.783 ,219 219 ,5.518,69.2,78.0,3.664,63.26863.268,42.724,7.482,216.0,1.2051.205,69.002,126.056126.056
46.91046.910,1088.0,47.45447.454,"94,80 94,80 ","28,11 28,11 ",19.790 19.790 ,25.527 25.527 ,651 651 ,0.0,2.972,12.0,246.0,41.82441.824,8.482,3.146,192.0,3232,0.0,47.89547.895
166.299166.299,64.0,166.331166.331,"40,14 40,14 ","9,94 9,94 ",153.121 153.121 ,12.089 12.089 ,116 116 ,1368.0,642.0,32.0,314.0,78.89178.891,88.592,48.582,1256.0,18.39418.394,0.0,166.673166.673
3.950.1143.950.114,20.238,3.960.2333.960.233,"69,36 69,36 ","22,76 22,76 ",1.277.249 1.277.249 ,2.144.956 2.144.956 ,425.386 425.386 ,171.144,54.14,477.84,89.296,1.432.7221.432.722,445.624,521.012,967.144,1.246.2091.246.209,84.588,3.971.6833.971.683
1.437.7341.437.734,6.954,1.441.2111.441.211,"112,65 112,65 ","46,90 46,90 ",300.288 300.288 ,1.080.973 1.080.973 ,24.900 24.900 ,7.79,62.31,208.0,736.0,269.704269.704,241.848,276.022,517.182,655.108655.108,0.0,1.442.8101.442.810
32.39132.391,18.0,32.40032.400,"30,88 30,88 ","7,86 7,86 ",24.349 24.349 ,5.543 5.543 ,13 13 ,488.0,4.502,68.0,86.0,14.44914.449,18.57,12.666,144.0,1515,4.302,32.38232.382
114.438114.438,26.0,114.451114.451,"35,85 35,85 ","9,58 9,58 ",50.416 50.416 ,49.156 49.156 ,8.063 8.063 ,10.448,3.184,138.0,2.432,32.76432.764,56.396,26.672,25.974,16.74016.740,13.834,112.227112.227
87.48187.481,3.048,89.00589.005,"47,57 47,57 ","14,58 14,58 ",37.298 37.298 ,27.090 27.090 ,1.917 1.917 ,30.298,15.102,148.0,1680.0,62.68062.680,26.066,14.342,2.48,614614,9.0,90.15290.152
112.749112.749,20.0,112.759112.759,"38,49 38,49 ","10,13 10,13 ",53.344 53.344 ,50.230 50.230 ,1.888 1.888 ,4.916,9.678,20.0,1194.0,42.23142.231,59.256,20.696,20.776,12.67412.674,9.56,110.656110.656
782.946782.946,214.0,783.053783.053,"68,59 68,59 ","21,00 21,00 ",307.780 307.780 ,399.231 399.231 ,30.064 30.064 ,74.554,17.402,166.0,11.648,240.151240.151,213.302,236.972,292.494,157.546157.546,14.706,782.341782.341
238.057238.057,90.0,238.102238.102,"57,90 57,90 ","17,31 17,31 ",94.947 94.947 ,96.305 96.305 ,12.888 12.888 ,37.06,30.864,38.0,8.892,99.65699.656,112.322,34.128,42.432,22.64522.645,30.214,236.314236.314
46.06646.066,0.0,46.06646.066,"30,11 30,11 ","7,66 7,66 ",21.777 21.777 ,8.359 8.359 ,1.476 1.476 ,28.584,324.0,2.22,698.0,24.94324.943,12.098,14.234,4.524,4.4434.443,200.0,46.37346.373
86.57586.575,2.0,86.57686.576,"44,32 44,32 ","11,33 11,33 ",33.110 33.110 ,35.742 35.742 ,274 274 ,1624.0,33.276,54.0,1770.0,31.72231.722,18.48,53.67,112.0,3.6713.671,33.09,88.98188.981
90.55990.559,538.0,90.82890.828,"77,45 77,45 ","25,52 25,52 ",19.469 19.469 ,52.941 52.941 ,4.994 4.994 ,22.924,3.924,474.0,6.578,75.84975.849,11.844,3.222,2.718,941941,3.236,90.82690.826
49.65949.659,36.0,49.67749.677,"47,94 47,94 ","12,76 12,76 ",14.390 14.390 ,34.984 34.984 ,11 11 ,502.0,82.0,18.0,20.0,38.65738.657,9.572,9.774,44.0,1.3071.307,0.0,49.67849.678
223.015223.015,2.644,224.337224.337,"40,74 40,74 ","11,37 11,37 ",148.640 148.640 ,54.312 54.312 ,6.865 6.865 ,25.95,3.09,42.0,2.538,206.821206.821,5.916,20.186,2.526,349349,0.0,222.774222.774
133.883133.883,0.0,133.883133.883,"39,33 39,33 ","10,71 10,71 ",54.493 54.493 ,65.872 65.872 ,829 829 ,838.0,24.54,94.0,3.856,43.53043.530,58.75,22.512,32.214,16.65016.650,24.412,131.099131.099
123.435123.435,3.972,125.421125.421,"64,14 64,14 ","19,09 19,09 ",43.347 43.347 ,60.484 60.484 ,5.560 5.560 ,27.024,5.036,90.0,4.516,62.90962.909,9.172,19.194,33.846,28.45828.458,244.0,124.898124.898
143.391143.391,1808.0,144.295144.295,"63,42 63,42 ","19,51 19,51 ",67.478 67.478 ,37.425 37.425 ,9.739 9.739 ,21.612,37.694,94.0,2.468,87.43587.435,4.696,19.558,20.352,15.50515.505,35.438,144.243144.243
151.834151.834,2.0,151.835151.835,"44,48 44,48 ","10,77 10,77 ",65.799 65.799 ,74.329 74.329 ,733 733 ,3.16,18.788,98.0,1800.0,43.16043.160,124.46,28.618,22.836,12.35712.357,15.03,151.938151.938
72.53572.535,1126.0,73.09873.098,"37,06 37,06 ","9,44 9,44 ",51.670 51.670 ,7.425 7.425 ,1.227 1.227 ,14.482,11.07,44.0,342.0,68.31568.315,4.49,2.534,82.0,128128,9.558,76.96876.968
122.409122.409,582.0,122.700122.700,"85,23 85,23 ","24,39 24,39 ",13.037 13.037 ,10.561 10.561 ,350 350 ,124.572,72.932,114.0,200.0,18.64318.643,10.226,934.0,124.484,55,72.15,122.702122.702
37.64237.642,656.0,37.97037.970,"35,63 35,63 ","10,60 10,60 ",10.663 10.663 ,17.056 17.056 ,969 969 ,13.088,5.476,56.0,168.0,31.61231.612,8.944,2.406,54.0,44,0.0,37.43037.430
760.706760.706,456.0,760.934760.934,"68,87 68,87 ","21,66 21,66 ",319.396 319.396 ,377.171 377.171 ,18.690 18.690 ,48.538,42.816,1280.0,16.368,242.454242.454,386.572,214.136,168.65,97.08297.082,39.074,752.576752.576
133.130133.130,4.0,133.132133.132,"55,30 55,30 ","13,73 13,73 ",24.556 24.556 ,71.198 71.198 ,219 219 ,5.518,68.8,78.0,3.664,35.55435.554,110.344,7.224,172.0,1.8361.836,69.002,132.632132.632
48.04348.043,1088.0,48.58748.587,"96,46 96,46 ","28,60 28,60 ",19.790 19.790 ,26.659 26.659 ,651 651 ,0.0,2.974,12.0,28.0,32.13332.133,9.384,3.512,164.0,226226,19.296,48.55748.557
164.099164.099,64.0,164.131164.131,"39,49 39,49 ","9,78 9,78 ",150.918 150.918 ,12.089 12.089 ,116 116 ,1368.0,648.0,32.0,220.0,71.04371.043,95.386,48.708,1686.0,20.38520.385,0.0,164.444164.444
3.681.1203.681.120,10.268,3.686.2543.686.254,"64,25 64,25 ","21,14 21,14 ",720.011 720.011 ,2.191.672 2.191.672 ,669.194 669.194 ,174.222,36.532,66.978,55.074,1.177.4461.177.446,524.594,494.212,905.14,1.465.1331.465.133,41.352,3.686.2543.686.254
1.356.6951.356.695,2.82,1.358.1051.358.105,"106,25 106,25 ","44,19 44,19 ",196.938 196.938 ,1.093.143 1.093.143 ,35.534 35.534 ,7.828,57.152,614.0,30.0,177.098177.098,220.436,221.704,411.62,753.805753.805,0.0,1.358.1051.358.105
38.31038.310,2.0,38.31138.311,"36,44 36,44 ","9,27 9,27 ",22.999 22.999 ,3.318 3.318 ,9.506 9.506 ,522.0,4.454,126.0,0.0,9.9459.945,15.238,18.61,1608.0,7.4777.477,6.196,38.31138.311
117.900117.900,6.0,117.903117.903,"36,84 36,84 ","9,85 9,85 ",48.661 48.661 ,53.602 53.602 ,8.831 8.831 ,10.458,3.16,166.0,0.0,25.89925.899,37.918,61.804,27.032,21.55621.556,13.976,117.903117.903
95.29295.292,1620.0,96.10296.102,"51,15 51,15 ","15,68 15,68 ",47.045 47.045 ,26.977 26.977 ,1.324 1.324 ,30.534,10.978,316.0,8.0,69.40569.405,25.89,15.23,2.48,614614,8.242,96.10296.102
113.831113.831,6.0,113.834113.834,"38,77 38,77 ","10,21 10,21 ",52.525 52.525 ,51.845 51.845 ,2.002 2.002 ,4.916,10.008,144.0,0.0,35.05535.055,41.24,54.734,19.962,15.74415.744,9.99,113.834113.834
806.633806.633,110.0,806.688806.688,"70,48 70,48 ","21,58 21,58 ",296.872 296.872 ,410.038 410.038 ,53.335 53.335 ,75.5,17.386,284.0,0.0,232.781232.781,236.464,218.66,228.222,221.742221.742,20.7,806.688806.688
239.017239.017,26.0,239.030239.030,"57,99 57,99 ","17,34 17,34 ",92.981 92.981 ,99.206 99.206 ,12.875 12.875 ,37.122,30.814,94.0,0.0,88.20388.203,89.022,85.924,37.952,30.15330.153,28.356,239.030239.030
46.71146.711,0.0,46.71146.711,"30,47 30,47 ","7,76 7,76 ",21.567 21.567 ,8.684 8.684 ,1.760 1.760 ,29.062,338.0,2.254,382.0,24.60624.606,12.638,13.576,3.532,5.6715.671,486.0,46.71146.711
88.88188.881,0.0,88.88188.881,"45,38 45,38 ","11,60 11,60 ",32.949 32.949 ,37.604 37.604 ,873 873 ,1628.0,33.282,110.0,0.0,32.92032.920,19.264,53.528,204.0,5.2865.286,28.244,88.88188.881
90.28090.280,238.0,90.39990.399,"76,92 76,92 ","25,34 25,34 ",15.457 15.457 ,56.854 56.854 ,4.942 4.942 ,22.682,3.61,586.0,626.0,76.74776.747,13.8,3.902,2.574,1.3421.342,3.132,90.39990.399
48.99948.999,6.0,49.00249.002,"47,14 47,14 ","12,55 12,55 ",13.738 13.738 ,34.984 34.984 ,0 0 ,502.0,58.0,42.0,0.0,37.84637.846,10.09,9.526,44.0,1.3051.305,0.0,49.00249.002
185.157185.157,1246.0,185.780185.780,"33,65 33,65 ","9,39 9,39 ",96.678 96.678 ,49.711 49.711 ,24.989 24.989 ,27.344,1460.0,1492.0,18.0,145.139145.139,25.91,30.474,4.33,2.6282.628,13.802,185.780185.780
135.813135.813,0.0,135.813135.813,"39,79 39,79 ","10,84 10,84 ",53.116 53.116 ,69.676 69.676 ,847 847 ,882.0,23.466,142.0,0.0,39.66439.664,41.68,54.61,31.252,20.79920.799,23.016,135.813135.813
116.069116.069,752.0,116.445116.445,"59,36 59,36 ","17,67 17,67 ",29.826 29.826 ,60.970 60.970 ,10.549 10.549 ,28.492,1708.0,436.0,2.0,57.37057.370,8.878,14.714,24.118,35.00135.001,0.0,116.445116.445
126.636126.636,1008.0,127.140127.140,"55,71 55,71 ","17,13 17,13 ",49.747 49.747 ,37.933 37.933 ,9.658 9.658 ,22.874,36.73,228.0,0.0,71.84771.847,5.594,17.116,13.936,19.83719.837,34.038,127.140127.140
172.443172.443,4.0,172.445172.445,"50,35 50,35 ","12,20 12,20 ",63.272 63.272 ,76.062 76.062 ,21.865 21.865 ,6.08,16.412,298.0,2.0,42.15942.159,135.312,30.738,28.34,25.82125.821,14.24,172.445172.445
64.71564.715,518.0,64.97464.974,"32,85 32,85 ","8,37 8,37 ",41.360 41.360 ,6.338 6.338 ,4.931 4.931 ,14.482,10.208,96.0,2.0,60.62660.626,3.188,2.584,80.0,127127,2.492,64.97464.974
108.053108.053,296.0,108.201108.201,"74,92 74,92 ","21,44 21,44 ",8.569 8.569 ,8.027 8.027 ,6 6 ,110.532,72.666,210.0,0.0,11.90111.901,8.328,1050.0,110.432,33,72.574,108.201108.201
39.17039.170,400.0,39.37039.370,"36,71 36,71 ","10,92 10,92 ",13.264 13.264 ,15.899 15.899 ,1.036 1.036 ,13.6,4.742,134.0,0.0,32.36832.368,8.692,4.448,14.0,88,700.0,39.37039.370
769.019769.019,300.0,769.169769.169,"69,48 69,48 ","21,85 21,85 ",312.072 312.072 ,382.254 382.254 ,27.464 27.464 ,53.956,40.802,1396.0,0.0,230.234230.234,381.328,227.054,141.996,135.576135.576,54.944,769.169769.169
103.587103.587,2.0,103.588103.588,"42,92 42,92 ","10,65 10,65 ",24.682 24.682 ,71.239 71.239 ,200 200 ,5.62,9.314,266.0,1816.0,34.91134.911,112.618,7.512,210.0,2.4492.449,10.034,103.588103.588
40.10140.101,582.0,40.39240.392,"79,70 79,70 ","23,63 23,63 ",13.261 13.261 ,26.821 26.821 ,0 0 ,0.0,620.0,22.0,0.0,23.59323.593,10.1,3.696,278.0,1.9621.962,15.578,40.39240.392
198.621198.621,46.0,198.644198.644,"47,65 47,65 ","11,80 11,80 ",146.985 146.985 ,11.012 11.012 ,39.574 39.574 ,1450.0,696.0,110.0,0.0,54.54454.544,104.034,57.832,12.81,56.70756.707,0.0,198.644198.644
3.702.9853.702.985,10.132,3.708.0513.708.051,"64,33 64,33 ","21,21 21,21 ",673.237 673.237 ,2.210.349 2.210.349 ,720.688 720.688 ,170.886,36.668,76.43,73.604,1.122.0341.122.034,472.842,495.954,411.56,1.802.5831.802.583,57.87,3.718.7473.718.747
1.352.1041.352.104,2.78,1.353.4941.353.494,"105,98 105,98 ","44,02 44,02 ",184.494 184.494 ,1.097.635 1.097.635 ,38.898 38.898 ,7.822,57.112,528.0,624.0,169.651169.651,204.508,179.33,171.798,906.009906.009,0.0,1.354.0541.354.054
39.63439.634,2.0,39.63539.635,"37,62 37,62 ","9,57 9,57 ",21.945 21.945 ,3.146 3.146 ,12.056 12.056 ,522.0,4.454,126.0,0.0,8.8388.838,15.086,19.116,816.0,10.29910.299,4.302,38.86038.860
120.274120.274,6.0,120.277120.277,"37,48 37,48 ","10,02 10,02 ",46.356 46.356 ,54.144 54.144 ,11.958 11.958 ,12.478,3.16,616.0,1856.0,23.29123.291,39.952,59.702,20.832,28.53928.539,13.834,120.226120.226
95.93895.938,1600.0,96.73896.738,"51,27 51,27 ","15,72 15,72 ",45.763 45.763 ,27.287 27.287 ,1.324 1.324 ,33.77,10.958,316.0,218.0,69.58669.586,25.914,15.512,2.48,614614,9.0,96.92096.920
113.967113.967,6.0,113.970113.970,"38,73 38,73 ","10,20 10,20 ",51.126 51.126 ,53.231 53.231 ,2.172 2.172 ,4.874,10.008,144.0,1054.0,33.47933.479,42.764,53.358,14.702,19.46719.467,9.56,113.737113.737
811.044811.044,110.0,811.099811.099,"70,69 70,69 ","21,64 21,64 ",286.168 286.168 ,406.109 406.109 ,68.512 68.512 ,83.234,17.386,284.0,10.256,217.229217.229,240.376,191.654,131.466,296.875296.875,19.604,810.924810.924
231.833231.833,26.0,231.846231.846,"56,12 56,12 ","16,78 16,78 ",90.368 90.368 ,95.434 95.434 ,13.245 13.245 ,37.474,28.124,260.0,8.162,72.28072.280,94.264,82.25,23.976,39.79439.794,27.524,230.292230.292
46.43446.434,0.0,46.43446.434,"30,23 30,23 ","7,69 7,69 ",21.068 21.068 ,8.887 8.887 ,1.800 1.800 ,29.02,338.0,2.254,684.0,23.76123.761,13.0,13.128,1928.0,6.9186.918,200.0,46.27646.276
91.66591.665,0.0,91.66591.665,"46,67 46,67 ","11,93 11,93 ",32.066 32.066 ,38.938 38.938 ,3.078 3.078 ,1884.0,33.282,110.0,364.0,33.12033.120,19.958,53.386,332.0,7.3497.349,33.09,94.08994.089
89.11089.110,232.0,89.22689.226,"75,77 75,77 ","24,96 24,96 ",8.553 8.553 ,53.755 53.755 ,13.821 13.821 ,22.59,3.604,586.0,1622.0,72.74072.740,14.398,6.058,2.684,2.1132.113,3.236,89.14589.145
48.33748.337,6.0,48.34048.340,"46,35 46,35 ","12,34 12,34 ",13.076 13.076 ,34.984 34.984 ,0 0 ,502.0,58.0,42.0,2.0,37.20937.209,10.316,9.28,44.0,1.2941.294,0.0,48.34548.345
182.837182.837,1230.0,183.452183.452,"33,14 33,14 ","9,25 9,25 ",91.955 91.955 ,50.251 50.251 ,28.059 28.059 ,24.93,1444.0,116.0,80.0,140.410140.410,24.57,34.978,5.72,3.8183.818,0.0,176.960176.960
133.552133.552,0.0,133.552133.552,"39,02 39,02 ","10,63 10,63 ",51.458 51.458 ,69.452 69.452 ,1.220 1.220 ,920.0,21.924,142.0,1048.0,36.62236.622,42.542,52.866,23.162,26.31326.313,21.77,133.700133.700
121.354121.354,746.0,121.727121.727,"61,85 61,85 ","18,41 18,41 ",29.305 29.305 ,65.951 65.951 ,11.031 11.031 ,29.422,1458.0,436.0,654.0,60.15260.152,10.514,14.246,10.798,43.73843.738,0.0,122.214122.214
125.699125.699,1002.0,126.200126.200,"55,12 55,12 ","16,95 16,95 ",47.756 47.756 ,38.479 38.479 ,10.381 10.381 ,22.444,36.724,228.0,932.0,69.15469.154,5.86,15.714,6.398,25.48825.488,35.438,126.927126.927
170.379170.379,4.0,170.381170.381,"49,60 49,60 ","12,01 12,01 ",60.426 60.426 ,75.593 75.593 ,23.025 23.025 ,8.25,14.424,258.0,1028.0,38.53738.537,127.428,35.982,17.25,34.74434.744,12.882,170.695170.695
63.97563.975,512.0,64.23164.231,"32,39 32,39 ","8,25 8,25 ",40.092 40.092 ,6.448 6.448 ,5.508 5.508 ,14.164,10.202,96.0,388.0,59.78759.787,3.188,2.584,80.0,127127,9.558,67.86167.861
110.404110.404,296.0,110.552110.552,"76,31 76,31 ","21,84 21,84 ",8.301 8.301 ,7.612 7.612 ,5 5 ,116.602,72.666,210.0,0.0,11.32211.322,8.328,1050.0,116.516,55,72.15,110.454110.454
38.62538.625,394.0,38.82238.822,"35,97 35,97 ","10,70 10,70 ",12.845 12.845 ,15.766 15.766 ,1.026 1.026 ,13.634,4.736,134.0,22.0,27.44727.447,9.986,10.338,1058.0,119119,0.0,38.33538.335
770.981770.981,274.0,771.118771.118,"69,52 69,52 ","21,86 21,86 ",302.366 302.366 ,383.673 383.673 ,35.123 35.123 ,60.976,38.936,1392.0,5.988,217.553217.553,393.652,209.12,96.896,173.823173.823,35.312,762.556762.556
102.754102.754,2.0,102.755102.755,"42,47 42,47 ","10,54 10,54 ",24.695 24.695 ,70.424 70.424 ,200 200 ,5.558,9.314,266.0,3.558,33.08633.086,113.768,7.474,270.0,2.7992.799,9.002,103.054103.054
38.50538.505,578.0,38.79438.794,"76,07 76,07 ","22,55 22,55 ",12.854 12.854 ,25.632 25.632 ,0 0 ,0.0,616.0,22.0,2.0,22.97622.976,10.048,3.668,392.0,518518,14.092,37.60637.606
200.045200.045,44.0,200.067200.067,"47,85 47,85 ","11,85 11,85 ",143.184 143.184 ,10.494 10.494 ,44.687 44.687 ,2.71,694.0,104.0,194.0,49.55549.555,100.766,62.192,3.46,67.53667.536,0.0,200.449200.449
3.772.4803.772.480,10.132,3.777.5463.777.546,"65,22 65,22 ","21,55 21,55 ",661.272 661.272 ,2.244.277 2.244.277 ,723.072 723.072 ,183.472,114.378,75.084,63.212,1.129.2361.129.236,482.672,466.264,377.99,1.894.4661.894.466,42.466,3.777.5463.777.546
1.356.4311.356.431,2.78,1.357.8211.357.821,"106,41 106,41 ","44,15 44,15 ",178.896 178.896 ,1.106.133 1.106.133 ,39.482 39.482 ,7.874,58.746,528.0,624.0,166.474166.474,189.17,159.716,160.32,935.481935.481,1374.0,1.357.8211.357.821
47.97547.975,2.0,47.97647.976,"45,43 45,43 ","11,56 11,56 ",26.968 26.968 ,3.641 3.641 ,14.878 14.878 ,522.0,4.456,126.0,0.0,8.8018.801,17.38,20.484,852.0,16.57816.578,6.352,47.97647.976
128.129128.129,6.0,128.132128.132,"39,83 39,83 ","10,65 10,65 ",46.816 46.816 ,56.017 56.017 ,17.266 17.266 ,12.904,3.162,616.0,1856.0,24.35024.350,42.28,58.088,24.164,33.31133.311,13.938,128.132128.132
107.831107.831,1650.0,108.656108.656,"57,34 57,34 ","17,58 17,58 ",45.761 45.761 ,38.279 38.279 ,1.324 1.324 ,35.356,11.228,316.0,218.0,69.57869.578,44.376,21.074,2.946,614614,7.998,108.656108.656
118.863118.863,6.0,118.866118.866,"40,30 40,30 ","10,61 10,61 ",51.248 51.248 ,55.536 55.536 ,3.144 3.144 ,7.854,10.022,144.0,1054.0,34.24234.242,45.69,51.688,15.796,22.41822.418,10.04,118.866118.866
836.413836.413,110.0,836.468836.468,"72,71 72,71 ","22,26 22,26 ",282.858 282.858 ,415.007 415.007 ,85.818 85.818 ,89.044,16.526,336.0,8.766,219.025219.025,251.864,179.06,126.432,325.243325.243,17.942,836.468836.468
234.100234.100,26.0,234.113234.113,"56,54 56,54 ","16,90 16,90 ",89.391 89.391 ,99.423 99.423 ,13.954 13.954 ,40.084,22.606,260.0,7.358,66.75866.758,101.28,84.18,25.712,43.39143.391,29.138,234.113234.113
47.93247.932,0.0,47.93247.932,"31,14 31,14 ","7,93 7,93 ",21.805 21.805 ,9.353 9.353 ,1.882 1.882 ,29.446,338.0,782.0,302.0,23.53423.534,14.218,13.996,1922.0,7.4757.475,2.626,47.93247.932
94.31694.316,0.0,94.31694.316,"47,89 47,89 ","12,25 12,25 ",32.705 32.705 ,38.938 38.938 ,5.057 5.057 ,1904.0,33.328,110.0,364.0,30.54830.548,21.038,53.658,418.0,9.4179.417,33.114,94.31694.316
89.69389.693,232.0,89.80989.809,"76,10 76,10 ","25,07 25,07 ",8.551 8.551 ,54.422 54.422 ,14.232 14.232 ,22.628,2.58,586.0,1620.0,71.21871.218,15.062,7.6,3.314,3.3773.377,2.246,89.80989.809
52.15252.152,6.0,52.15552.155,"49,84 49,84 ","13,27 13,27 ",16.885 16.885 ,34.984 34.984 ,1 1 ,500.0,70.0,42.0,2.0,37.37537.375,11.322,9.372,146.0,4.3364.336,4.0,52.15552.155
