banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
71.49171.491,2.0,71.49271.492,"66,17 66,17 ","16,83 16,83 ",6.980 6.980 ,10.655 10.655 ,50.230 50.230 ,2.768,4.486,142.0,442.0,2.1922.192,8.704,7.588,5.214,55.94455.944,4.622,71.49271.492
142.437142.437,10.0,142.442142.442,"43,15 43,15 ","11,53 11,53 ",21.243 21.243 ,60.727 60.727 ,49.756 49.756 ,16.284,5.148,472.0,1088.0,15.11315.113,30.38,15.458,6.04,96.66396.663,7.894,142.442142.442
169.149169.149,1808.0,170.053170.053,"85,89 85,89 ","26,32 26,32 ",45.448 45.448 ,73.525 73.525 ,9.815 9.815 ,61.042,21.488,218.0,3.196,45.79445.794,61.894,50.144,35.4,28.25928.259,41.148,170.053170.053
157.016157.016,8.0,157.020157.020,"52,05 52,05 ","13,71 13,71 ",29.577 29.577 ,81.116 81.116 ,30.016 30.016 ,22.142,10.48,134.0,6.148,22.51722.517,46.84,12.698,9.202,88.00888.008,17.968,157.020157.020
1.049.9041.049.904,136.0,1.049.9721.049.972,"88,84 88,84 ","27,20 27,20 ",136.976 136.976 ,455.139 455.139 ,386.297 386.297 ,122.132,20.988,198.0,17.688,131.774131.774,206.126,114.352,49.92,690.566690.566,66.98,1.049.9721.049.972
274.856274.856,44.0,274.878274.878,"64,79 64,79 ","19,37 19,37 ",51.084 51.084 ,141.699 141.699 ,44.508 44.508 ,52.83,22.344,214.0,9.05,41.21541.215,103.328,41.334,45.36,134.020134.020,0.0,274.878274.878
60.98560.985,0.0,60.98560.985,"38,79 38,79 ","9,87 9,87 ",12.502 12.502 ,17.421 17.421 ,13.345 13.345 ,34.98,454.0,168.0,384.0,22.01622.016,23.844,12.458,546.0,19.56719.567,1404.0,60.98560.985
117.981117.981,0.0,117.981117.981,"58,20 58,20 ","14,88 14,88 ",15.306 15.306 ,51.082 51.082 ,46.271 46.271 ,8.134,2.51,116.0,3.196,16.84216.842,25.712,58.772,612.0,54.85954.859,4.152,117.981117.981
116.333116.333,342.0,116.504116.504,"96,55 96,55 ","31,81 31,81 ",7.049 7.049 ,59.944 59.944 ,28.126 28.126 ,40.206,2.564,136.0,2.798,50.31350.313,23.02,21.05,8.846,21.30821.308,33.916,116.504116.504
86.40186.401,8.0,86.40586.405,"79,74 79,74 ","21,23 21,23 ",4.652 4.652 ,54.604 54.604 ,20.722 20.722 ,12.79,64.0,36.0,1004.0,1.8921.892,4.94,49.102,9.898,52.02352.023,0.0,86.40586.405
292.242292.242,1554.0,293.019293.019,"51,40 51,40 ","14,34 14,34 ",37.646 37.646 ,73.678 73.678 ,152.534 152.534 ,55.184,3.138,206.0,5.89,32.76732.767,41.626,61.314,30.092,169.502169.502,42.372,293.019293.019
190.685190.685,0.0,190.685190.685,"53,97 53,97 ","14,70 14,70 ",30.455 30.455 ,82.834 82.834 ,56.619 56.619 ,25.792,15.762,102.0,6.896,34.76234.762,43.634,23.762,7.762,106.601106.601,16.488,190.685190.685
159.944159.944,936.0,160.412160.412,"78,55 78,55 ","23,38 23,38 ",28.030 28.030 ,72.639 72.639 ,32.296 32.296 ,47.874,7.02,336.0,1972.0,38.41438.414,27.866,26.384,12.39,85.25785.257,4.534,160.412160.412
163.783163.783,1096.0,164.331164.331,"69,16 69,16 ","21,27 21,27 ",33.604 33.604 ,49.128 49.128 ,45.329 45.329 ,33.714,38.826,222.0,2.152,29.51529.515,30.342,37.394,24.158,57.91057.910,59.544,164.331164.331
205.421205.421,10.0,205.426205.426,"57,67 57,67 ","13,97 13,97 ",33.427 33.427 ,96.922 96.922 ,56.259 56.259 ,24.538,13.098,228.0,2.192,30.56430.564,138.872,9.644,208.0,92.51292.512,13.556,205.426205.426
101.486101.486,562.0,101.767101.767,"49,75 49,75 ","12,67 12,67 ",38.568 38.568 ,21.215 21.215 ,12.798 12.798 ,43.824,14.548,48.0,4.04,30.05130.051,22.442,29.598,20.536,21.54421.544,23.68,101.767101.767
135.281135.281,364.0,135.463135.463,"90,17 90,17 ","25,80 25,80 ",6.283 6.283 ,42.789 42.789 ,6.952 6.952 ,157.908,970.0,120.0,1248.0,11.68011.680,48.266,27.318,151.808,6.0506.050,6.706,135.463135.463
50.16350.163,396.0,50.36150.361,"43,42 43,42 ","12,92 12,92 ",9.702 9.702 ,23.839 23.839 ,12.217 12.217 ,7.32,1886.0,102.0,13.62,11.52811.528,22.76,19.722,7.394,5.9905.990,2.088,50.36150.361
886.164886.164,220.0,886.274886.274,"78,13 78,13 ","24,57 24,57 ",138.935 138.935 ,405.618 405.618 ,283.988 283.988 ,86.974,28.492,936.0,15.31,98.19898.198,361.416,150.122,52.612,479.777479.777,36.202,886.274886.274
118.553118.553,4.0,118.555118.555,"47,55 47,55 ","11,80 11,80 ",11.642 11.642 ,80.407 80.407 ,16.656 16.656 ,13.832,5.868,356.0,2.372,21.55121.551,114.378,42.554,1468.0,15.44715.447,1986.0,118.555118.555
56.80156.801,624.0,57.11357.113,"104,23 104,23 ","30,90 30,90 ",12.754 12.754 ,43.146 43.146 ,405 405 ,314.0,1302.0,44.0,1662.0,10.94410.944,26.096,42.696,7.918,2.3862.386,9.15,57.11357.113
261.070261.070,60.0,261.100261.100,"60,34 60,34 ","14,95 14,95 ",55.822 55.822 ,19.482 19.482 ,180.976 180.976 ,8.586,1054.0,78.0,2.474,23.37923.379,59.258,51.13,3.446,164.402164.402,30.252,261.100261.100
4.879.4424.879.442,12.092,4.885.4884.885.488,"79,67 79,67 ","27,10 27,10 ",265.537 265.537 ,2.766.463 2.766.463 ,1.645.945 1.645.945 ,276.81,138.276,56.014,49.348,246.067246.067,506.156,491.01,215.004,3.883.2353.883.235,194.84,4.885.4884.885.488
1.455.5781.455.578,4.2,1.457.6781.457.678,"115,48 115,48 ","47,27 47,27 ",68.348 68.348 ,1.218.631 1.218.631 ,136.295 136.295 ,9.008,59.8,1032.0,8.844,27.82727.827,108.222,68.728,12.378,1.330.2491.330.249,0.0,1.457.6781.457.678
72.98972.989,2.0,72.99072.990,"67,42 67,42 ","17,15 17,15 ",7.637 7.637 ,10.700 10.700 ,53.177 53.177 ,2.768,184.0,142.0,452.0,3.3293.329,8.152,9.576,4.57,58.04858.048,334.0,72.99072.990
141.850141.850,10.0,141.855141.855,"42,87 42,87 ","11,46 11,46 ",19.115 19.115 ,59.944 59.944 ,51.955 51.955 ,16.534,5.148,472.0,950.0,14.63014.630,28.352,14.892,6.016,97.89797.897,7.974,141.855141.855
163.078163.078,1766.0,163.961163.961,"82,49 82,49 ","25,28 25,28 ",33.702 33.702 ,73.689 73.689 ,16.111 16.111 ,61.042,19.876,218.0,2.934,45.79845.798,62.042,49.5,35.416,28.85928.859,28.498,163.961163.961
158.290158.290,8.0,158.294158.294,"52,37 52,37 ","13,79 13,79 ",26.821 26.821 ,82.977 82.977 ,32.834 32.834 ,20.814,10.51,134.0,5.89,21.78121.781,44.288,11.874,9.186,93.04893.048,15.558,158.294158.294
1.067.6861.067.686,130.0,1.067.7511.067.751,"90,13 90,13 ","27,59 27,59 ",129.303 129.303 ,453.924 453.924 ,411.703 411.703 ,124.782,20.86,198.0,17.254,126.496126.496,198.052,104.48,50.288,712.647712.647,86.944,1.067.7511.067.751
273.927273.927,40.0,273.947273.947,"64,43 64,43 ","19,26 19,26 ",46.503 46.503 ,142.562 142.562 ,49.251 49.251 ,48.922,22.34,214.0,8.754,39.69339.693,98.48,40.462,45.322,137.638137.638,0.0,273.947273.947
60.35060.350,0.0,60.35060.350,"38,32 38,32 ","9,75 9,75 ",11.934 11.934 ,17.678 17.678 ,13.698 13.698 ,33.626,454.0,168.0,372.0,21.94421.944,23.65,10.404,600.0,20.42820.428,762.0,60.35060.350
117.442117.442,0.0,117.442117.442,"57,78 57,78 ","14,78 14,78 ",13.749 13.749 ,51.082 51.082 ,47.289 47.289 ,8.134,2.51,116.0,2.88,16.17416.174,24.688,58.362,600.0,55.86755.867,4.156,117.442117.442
118.744118.744,332.0,118.910118.910,"98,35 98,35 ","32,40 32,40 ",7.254 7.254 ,59.101 59.101 ,31.449 31.449 ,39.986,2.226,136.0,2.73,48.63548.635,36.95,29.998,8.532,29.13429.134,3.936,118.910118.910
86.96886.968,8.0,86.97286.972,"80,01 80,01 ","21,30 21,30 ",4.152 4.152 ,55.148 55.148 ,21.245 21.245 ,12.79,64.0,36.0,908.0,1.7191.719,4.472,49.474,9.776,52.92052.920,0.0,86.97286.972
296.921296.921,1510.0,297.676297.676,"52,09 52,09 ","14,54 14,54 ",25.299 25.299 ,71.931 71.931 ,171.857 171.857 ,55.218,1960.0,206.0,5.89,36.28636.286,41.97,66.434,25.298,176.628176.628,29.726,297.676297.676
195.471195.471,0.0,195.471195.471,"55,18 55,18 ","15,03 15,03 ",28.897 28.897 ,82.058 82.058 ,64.406 64.406 ,25.854,14.366,102.0,6.494,34.14434.144,45.298,24.11,7.724,110.815110.815,17.296,195.471195.471
161.289161.289,914.0,161.746161.746,"78,97 78,97 ","23,50 23,50 ",26.379 26.379 ,73.040 73.040 ,35.171 35.171 ,48.092,6.22,336.0,1968.0,38.00638.006,27.892,26.55,13.298,85.74985.749,5.938,161.746161.746
162.848162.848,1062.0,163.379163.379,"68,56 68,56 ","21,09 21,09 ",26.390 26.390 ,49.684 49.684 ,53.325 53.325 ,33.728,34.232,222.0,2.14,29.53529.535,30.1,41.122,45.504,58.83458.834,30.932,163.379163.379
205.323205.323,10.0,205.328205.328,"57,48 57,48 ","13,92 13,92 ",30.666 30.666 ,97.501 97.501 ,58.275 58.275 ,24.674,13.098,228.0,2.084,29.68729.687,135.932,9.046,188.0,95.06395.063,13.678,205.328205.328
97.18997.189,520.0,97.44997.449,"47,52 47,52 ","12,10 12,10 ",21.483 21.483 ,20.200 20.200 ,25.217 25.217 ,47.09,14.008,48.0,4.04,21.76621.766,25.62,26.552,20.084,21.36921.369,32.284,97.44997.449
140.575140.575,346.0,140.748140.748,"93,41 93,41 ","26,73 26,73 ",4.937 4.937 ,41.949 41.949 ,15.595 15.595 ,155.92,614.0,120.0,1248.0,11.54311.543,47.864,25.512,149.828,15.09015.090,3.658,140.748140.748
48.41048.410,384.0,48.60248.602,"41,66 41,66 ","12,39 12,39 ",9.019 9.019 ,23.896 23.896 ,11.269 11.269 ,7.32,1516.0,98.0,13.44,10.60910.609,22.506,19.466,7.334,6.3156.315,512.0,48.60248.602
895.706895.706,216.0,895.814895.814,"78,83 78,83 ","24,79 24,79 ",126.344 126.344 ,399.669 399.669 ,311.166 311.166 ,88.268,29.002,936.0,14.042,89.27589.275,345.344,143.914,48.246,499.408499.408,61.78,895.814895.814
117.807117.807,4.0,117.809117.809,"47,14 47,14 ","11,70 11,70 ",10.629 10.629 ,80.086 80.086 ,17.244 17.244 ,13.832,5.868,356.0,2.304,16.84716.847,110.562,53.04,1532.0,16.06616.066,1998.0,117.809117.809
58.32558.325,620.0,58.63558.635,"106,38 106,38 ","31,54 31,54 ",12.392 12.392 ,45.224 45.224 ,525 525 ,314.0,674.0,44.0,1662.0,10.55610.556,25.496,41.924,9.414,3.9013.901,9.816,58.63558.635
263.573263.573,58.0,263.602263.602,"60,75 60,75 ","15,05 15,05 ",50.019 50.019 ,20.012 20.012 ,188.986 188.986 ,8.12,1050.0,78.0,2.182,21.16321.163,54.412,51.82,3.322,185.887185.887,1290.0,263.602263.602
4.962.3374.962.337,11.8,4.968.2374.968.237,"80,64 80,64 ","27,50 27,50 ",237.705 237.705 ,2.784.175 2.784.175 ,1.740.239 1.740.239 ,275.842,136.394,54.88,49.64,242.010242.010,482.62,492.152,224.318,3.951.6603.951.660,245.524,4.968.2374.968.237
1.465.9341.465.934,4.1,1.467.9841.467.984,"116,40 116,40 ","47,60 47,60 ",60.765 60.765 ,1.205.339 1.205.339 ,167.428 167.428 ,9.258,59.646,1032.0,9.38,28.08928.089,101.798,68.122,12.04,1.343.7091.343.709,0.0,1.467.9841.467.984
74.35474.354,2.0,74.35574.355,"68,55 68,55 ","17,44 17,44 ",7.164 7.164 ,11.066 11.066 ,54.650 54.650 ,2.768,182.0,142.0,448.0,3.1943.194,7.786,9.268,4.248,60.12360.123,184.0,74.35574.355
142.141142.141,10.0,142.146142.146,"42,87 42,87 ","11,46 11,46 ",16.420 16.420 ,60.058 60.058 ,54.993 54.993 ,16.534,4.816,472.0,924.0,14.07614.076,25.748,13.79,5.94,100.544100.544,8.178,142.146142.146
167.211167.211,1714.0,168.068168.068,"84,23 84,23 ","25,82 25,82 ",26.352 26.352 ,75.460 75.460 ,25.827 25.827 ,61.042,19.816,222.0,2.94,44.43444.434,61.816,48.788,39.216,30.56530.565,33.156,168.068168.068
159.826159.826,6.0,159.829159.829,"52,78 52,78 ","13,90 13,90 ",24.253 24.253 ,83.897 83.897 ,36.032 36.032 ,20.814,10.48,134.0,5.97,20.81020.810,41.812,10.988,9.154,97.01497.014,15.952,159.829159.829
1.069.2711.069.271,126.0,1.069.3341.069.334,"90,05 90,05 ","27,57 27,57 ",125.050 125.050 ,453.994 453.994 ,417.338 417.338 ,125.028,20.876,198.0,17.382,126.420126.420,192.514,104.856,52.116,742.447742.447,33.868,1.069.3341.069.334
293.273293.273,40.0,293.293293.293,"68,84 68,84 ","20,58 20,58 ",45.384 45.384 ,157.464 157.464 ,54.794 54.794 ,48.962,22.34,214.0,9.02,38.96238.962,99.958,40.624,45.882,156.482156.482,0.0,293.293293.293
61.31461.314,0.0,61.31461.314,"38,86 38,86 ","9,89 9,89 ",11.230 11.230 ,18.053 18.053 ,14.904 14.904 ,33.798,456.0,170.0,416.0,21.91921.919,23.394,10.09,548.0,21.72721.727,718.0,61.31461.314
117.377117.377,0.0,117.377117.377,"57,61 57,61 ","14,73 14,73 ",12.627 12.627 ,51.082 51.082 ,48.350 48.350 ,8.134,2.502,116.0,2.872,15.68515.685,23.966,57.912,576.0,56.94356.943,4.056,117.377117.377
119.759119.759,324.0,119.921119.921,"99,00 99,00 ","32,62 32,62 ",6.844 6.844 ,59.063 59.063 ,32.891 32.891 ,40.028,2.218,142.0,2.716,47.91447.914,36.476,29.352,8.162,31.97031.970,3.226,119.921119.921
87.69787.697,8.0,87.70187.701,"80,44 80,44 ","21,41 21,41 ",3.726 3.726 ,55.494 55.494 ,22.054 22.054 ,12.79,64.0,36.0,918.0,1.6171.617,3.978,49.694,9.596,53.97353.973,0.0,87.70187.701
297.292297.292,1460.0,298.022298.022,"52,03 52,03 ","14,52 14,52 ",17.677 17.677 ,73.066 73.066 ,178.719 178.719 ,55.218,1902.0,208.0,5.896,36.23636.236,41.884,61.272,16.064,193.600193.600,11.048,298.022298.022
197.135197.135,0.0,197.135197.135,"55,51 55,51 ","15,12 15,12 ",27.934 27.934 ,79.087 79.087 ,70.003 70.003 ,25.856,14.366,102.0,6.604,32.95332.953,44.63,23.8,7.724,113.860113.860,17.784,197.135197.135
163.834163.834,878.0,164.273164.273,"79,97 79,97 ","23,80 23,80 ",24.527 24.527 ,73.329 73.329 ,39.243 39.243 ,48.17,6.178,340.0,1962.0,37.75837.758,27.874,23.164,4.754,84.20984.209,26.518,164.273164.273
162.970162.970,1030.0,163.485163.485,"68,40 68,40 ","21,04 21,04 ",22.422 22.422 ,50.429 50.429 ,56.668 56.668 ,33.728,34.204,224.0,2.122,29.20129.201,30.028,42.364,45.504,59.20659.206,29.914,163.485163.485
206.228206.228,10.0,206.233206.233,"57,57 57,57 ","13,94 13,94 ",29.113 29.113 ,98.324 98.324 ,59.914 59.914 ,24.674,13.09,230.0,2.38,29.30529.305,134.12,8.118,156.0,97.62797.627,13.598,206.233206.233
103.483103.483,494.0,103.730103.730,"50,45 50,45 ","12,85 12,85 ",12.669 12.669 ,19.376 19.376 ,42.383 42.383 ,44.634,13.97,48.0,4.042,21.09021.090,25.764,25.128,2.88,31.08131.081,45.256,103.730103.730
148.751148.751,330.0,148.916148.916,"98,55 98,55 ","28,20 28,20 ",4.037 4.037 ,41.624 41.624 ,24.525 24.525 ,156.862,598.0,120.0,1256.0,11.39811.398,47.636,21.852,149.828,18.68818.688,16.968,148.916148.916
47.80047.800,374.0,47.98747.987,"40,89 40,89 ","12,17 12,17 ",8.376 8.376 ,23.931 23.931 ,11.270 11.270 ,7.32,1500.0,100.0,13.444,10.61210.612,21.706,19.13,7.286,6.5426.542,0.0,47.98747.987
900.246900.246,212.0,900.352900.352,"79,09 79,09 ","24,87 24,87 ",108.503 108.503 ,397.854 397.854 ,336.013 336.013 ,89.09,26.874,936.0,14.348,85.89785.897,337.422,130.978,40.666,534.474534.474,35.612,900.352900.352
121.926121.926,4.0,121.928121.928,"48,67 48,67 ","12,08 12,08 ",9.412 9.412 ,80.919 80.919 ,21.745 21.745 ,13.832,5.872,360.0,2.398,15.10015.100,109.006,56.912,1612.0,20.73420.734,1900.0,121.928121.928
58.42658.426,610.0,58.73158.731,"105,95 105,95 ","31,41 31,41 ",9.357 9.357 ,45.203 45.203 ,3.682 3.682 ,314.0,664.0,44.0,1668.0,10.55010.550,25.462,40.768,10.3,4.0404.040,10.04,58.73158.731
266.530266.530,54.0,266.557266.557,"61,26 61,26 ","15,17 15,17 ",46.348 46.348 ,20.545 20.545 ,195.053 195.053 ,8.176,1046.0,78.0,2.472,20.37820.378,50.052,51.046,3.266,192.051192.051,1342.0,266.557266.557
5.038.6575.038.657,11.8,5.044.5575.044.557,"81,10 81,10 ","27,80 27,80 ",0,0,0,0.0,0.0,52.004,45.02,221.185221.185,466.45,483.556,212.836,4.068.2924.068.292,250.294,5.044.5575.044.557
1.502.6611.502.661,4.1,1.504.7111.504.711,"119,53 119,53 ","48,78 48,78 ",70.108 70.108 ,1.177.475 1.177.475 ,203.756 203.756 ,8.986,97.758,1032.0,10.836,29.75329.753,102.83,74.738,11.914,1.374.2831.374.283,0.0,1.504.7111.504.711
74.93274.932,2.0,74.93374.933,"68,82 68,82 ","17,50 17,50 ",5.901 5.901 ,11.025 11.025 ,56.542 56.542 ,2.768,162.0,142.0,352.0,2.8722.872,6.848,8.408,3.644,62.29462.294,140.0,74.93374.933
155.538155.538,10.0,155.543155.543,"46,70 46,70 ","12,48 12,48 ",11.343 11.343 ,58.929 58.929 ,64.463 64.463 ,16.808,24.808,472.0,832.0,14.15614.156,18.088,11.066,11.436,116.624116.624,7.632,155.543155.543
169.819169.819,1714.0,170.676170.676,"84,89 84,89 ","26,02 26,02 ",26.306 26.306 ,77.217 77.217 ,26.356 26.356 ,61.734,19.86,222.0,2.166,43.82843.828,63.77,46.048,40.522,33.84433.844,33.28,170.676170.676
157.891157.891,6.0,157.894157.894,"51,94 51,94 ","13,68 13,68 ",18.390 18.390 ,85.595 85.595 ,38.268 38.268 ,20.818,10.464,134.0,5.38,18.63718.637,33.06,15.36,3.992,104.052104.052,12.484,157.894157.894
1.082.1361.082.136,126.0,1.082.1991.082.199,"90,70 90,70 ","27,77 27,77 ",102.812 102.812 ,449.784 449.784 ,458.985 458.985 ,122.242,18.994,198.0,16.112,110.371110.371,175.596,94.17,59.878,784.141784.141,29.42,1.082.1991.082.199
296.532296.532,40.0,296.552296.552,"69,31 69,31 ","20,72 20,72 ",36.574 36.574 ,158.283 158.283 ,66.180 66.180 ,47.9,23.13,214.0,8.58,34.57434.574,102.894,32.244,14.456,168.809168.809,27.95,296.552296.552
62.71862.718,0.0,62.71862.718,"39,61 39,61 ","10,08 10,08 ",9.147 9.147 ,18.631 18.631 ,17.908 17.908 ,33.702,362.0,170.0,316.0,22.13322.133,21.848,8.352,546.0,24.66724.667,604.0,62.71862.718
118.053118.053,0.0,118.053118.053,"57,65 57,65 ","14,74 14,74 ",10.554 10.554 ,51.093 51.093 ,51.084 51.084 ,8.212,2.432,116.0,2.536,14.96414.964,22.566,57.096,552.0,59.68659.686,3.94,118.053118.053
122.033122.033,324.0,122.195122.195,"100,49 100,49 ","33,11 33,11 ",6.844 6.844 ,59.008 59.008 ,35.556 35.556 ,39.362,2.212,142.0,2.838,45.08945.089,34.546,30.442,10.664,36.19136.191,3.198,122.195122.195
87.77887.778,8.0,87.78287.782,"80,03 80,03 ","21,30 21,30 ",2.827 2.827 ,55.443 55.443 ,23.086 23.086 ,12.792,60.0,36.0,814.0,1.3361.336,3.132,49.54,9.42,54.97554.975,0.0,87.78287.782
301.867301.867,1460.0,302.597302.597,"52,59 52,59 ","14,67 14,67 ",17.674 17.674 ,70.932 70.932 ,185.460 185.460 ,55.212,1850.0,208.0,5.89,35.89335.893,41.8,60.098,15.246,199.517199.517,11.132,302.597302.597
202.556202.556,0.0,202.556202.556,"56,76 56,76 ","15,46 15,46 ",23.217 23.217 ,77.561 77.561 ,81.498 81.498 ,26.756,13.804,102.0,6.346,26.88226.882,52.738,19.624,7.276,124.105124.105,17.052,202.556202.556
163.807163.807,878.0,164.246164.246,"79,50 79,50 ","23,66 23,66 ",24.076 24.076 ,73.298 73.298 ,41.577 41.577 ,48.774,1816.0,272.0,1994.0,35.38235.382,26.964,20.982,5.868,80.65680.656,40.336,164.246164.246
170.504170.504,1030.0,171.019171.019,"71,14 71,14 ","21,88 21,88 ",20.841 20.841 ,49.727 49.727 ,66.889 66.889 ,35.466,31.658,224.0,2.07,25.50025.500,35.282,34.382,37.266,75.33175.331,31.152,171.019171.019
202.856202.856,10.0,202.861202.861,"56,30 56,30 ","13,63 13,63 ",23.858 23.858 ,99.150 99.150 ,61.543 61.543 ,23.614,13.006,228.0,1852.0,27.35227.352,129.06,6.384,124.0,100.039100.039,13.292,202.861202.861
106.419106.419,494.0,106.666106.666,"51,62 51,62 ","13,15 13,15 ",12.669 12.669 ,18.543 18.543 ,44.904 44.904 ,47.188,13.912,48.0,4.042,22.04522.045,26.06,23.194,2.686,33.85133.851,45.51,106.666106.666
155.925155.925,330.0,156.090156.090,"102,70 102,70 ","29,39 29,39 ",4.038 4.038 ,41.260 41.260 ,31.539 31.539 ,157.908,598.0,120.0,1256.0,11.31811.318,47.508,17.906,141.71,34.55434.554,11.936,156.090156.090
80.02180.021,374.0,80.20880.208,"67,58 67,58 ","20,10 20,10 ",7.768 7.768 ,14.435 14.435 ,49.545 49.545 ,15.598,1322.0,100.0,854.0,7.7647.764,19.154,14.364,14.14,14.33514.335,67.606,80.20880.208
918.482918.482,212.0,918.588918.588,"80,40 80,40 ","25,28 25,28 ",86.548 86.548 ,399.817 399.817 ,374.288 374.288 ,88.324,27.546,936.0,12.834,76.29476.294,306.06,117.19,56.996,579.118579.118,32.336,918.588918.588
124.360124.360,4.0,124.362124.362,"49,41 49,41 ","12,26 12,26 ",6.644 6.644 ,80.722 80.722 ,27.018 27.018 ,14.116,5.84,360.0,2.268,12.42812.428,106.422,48.562,11.592,26.41526.415,1834.0,124.362124.362
61.25061.250,610.0,61.55561.555,"109,78 109,78 ","32,54 32,54 ",9.357 9.357 ,48.005 48.005 ,3.684 3.684 ,354.0,664.0,44.0,1668.0,10.16910.169,19.348,24.078,31.864,5.7645.764,14.242,61.55561.555
264.568264.568,54.0,264.595264.595,"60,48 60,48 ","14,98 14,98 ",33.682 33.682 ,20.361 20.361 ,205.959 205.959 ,8.15,1036.0,78.0,1854.0,16.22716.227,39.836,46.526,3.164,202.151202.151,976.0,264.595264.595
4.983.480,5.9,4.989.380,"79,84 ","27,43 ",214.055 ,2.722.466 ,1.849.476 ,138.638,64.745,25.287,23.034,222.627,221.66,244.528,106.302,4.020.395,125.547,4.989.380
1.461.549,2.05,1.463.599,"116,37 ","47,44 ",54.102 ,1.144.781 ,230.402 ,4.493,29.821,518.0,4.122,24.539,40.296,33.158,5.633,1.355.333,0.0,1.463.599
75.073,1.0,75.074,"68,81 ","17,50 ",4.951 ,10.303 ,58.355 ,1.384,81.0,72.0,164.0,2.660,3.093,3.799,1.279,63.954,53.0,75.074
147.087,5.0,147.092,"44,06 ","11,78 ",9.448 ,57.935 ,68.944 ,8.407,2.358,236.0,349.0,14.594,8.336,6.208,6.454,107.707,3.208,147.092
173.366,857.0,174.223,"86,33 ","26,46 ",25.955 ,80.704 ,26.516 ,31.118,9.93,125.0,1.139,43.699,31.971,22.696,19.827,38.212,16.554,174.223
156.472,3.0,156.475,"51,38 ","13,53 ",14.849 ,86.226 ,39.792 ,10.295,5.313,67.0,2.514,17.264,15.233,7.058,2.06,107.094,5.185,156.475
1.085.711,63.0,1.085.774,"90,79 ","27,79 ",93.483 ,443.091 ,477.504 ,62.162,9.534,103.0,7.771,104.023,84.867,47.18,27.367,797.600,16.863,1.085.774
294.291,20.0,294.311,"68,64 ","20,52 ",31.335 ,158.918 ,68.540 ,23.954,11.564,107.0,4.123,33.357,48.933,15.24,7.22,171.352,13.979,294.311
62.950,0.0,62.950,"39,69 ","10,10 ",8.488 ,18.768 ,18.977 ,16.43,287.0,85.0,142.0,21.748,10.864,3.989,290.0,25.541,291.0,62.950
119.684,0.0,119.684,"58,30 ","14,91 ",9.509 ,51.361 ,53.492 ,4.106,1.216,59.0,1.213,11.836,14.148,28.183,687.0,61.615,1.943,119.684
123.101,162.0,123.263,"101,17 ","33,33 ",6.778 ,58.647 ,37.226 ,19.51,1.102,71.0,1.33,43.807,17.017,15.353,5.168,38.916,1.601,123.263
87.477,4.0,87.481,"79,52 ","21,17 ",2.230 ,55.531 ,23.294 ,6.396,30.0,19.0,377.0,1.124,1.296,24.703,4.542,55.420,0.0,87.481
300.923,730.0,301.653,"52,30 ","14,60 ",17.671 ,66.636 ,188.815 ,27.606,925.0,108.0,2.945,35.803,20.865,29.649,7.411,199.311,5.561,301.653
206.554,0.0,206.554,"57,73 ","15,72 ",20.868 ,76.427 ,87.389 ,14.968,6.902,51.0,3.096,26.173,26.97,9.29,4.441,127.506,9.027,206.554
163.103,439.0,163.542,"78,93 ","23,49 ",23.553 ,72.698 ,41.784 ,24.549,958.0,146.0,990.0,35.229,13.345,10.59,3.367,79.985,19.89,163.542
171.526,515.0,172.041,"71,35 ","21,95 ",20.771 ,49.722 ,67.636 ,18.083,15.829,118.0,1.035,25.810,17.903,17.57,18.633,75.408,15.564,172.041
201.336,5.0,201.341,"55,72 ","13,49 ",19.831 ,98.511 ,64.689 ,11.807,6.503,117.0,853.0,25.886,62.722,2.619,68.0,102.535,6.541,201.341
105.743,247.0,105.990,"51,17 ","13,03 ",12.669 ,16.978 ,45.792 ,23.594,6.957,27.0,2.022,22.029,13.028,11.532,974.0,33.634,22.744,105.990
157.444,165.0,157.609,"103,40 ","29,59 ",4.038 ,40.063 ,34.255 ,78.954,299.0,60.0,629.0,11.229,23.702,4.234,70.855,40.925,5.975,157.609
83.274,187.0,83.461,"69,92 ","20,80 ",7.768 ,14.134 ,49.545 ,11.353,661.0,56.0,434.0,7.768,9.578,10.592,8.874,12.374,33.785,83.461
930.867,106.0,930.973,"81,34 ","25,58 ",88.486 ,394.939 ,390.090 ,44.286,13.172,476.0,6.016,74.717,144.612,57.199,24.685,594.567,28.701,930.973
125.312,2.0,125.314,"49,67 ","12,33 ",5.328 ,80.000 ,30.008 ,7.058,2.92,181.0,1.084,9.905,52.697,24.388,3.864,32.306,889.0,125.314
61.104,305.0,61.409,"108,89 ","32,28 ",9.357 ,47.859 ,3.684 ,177.0,332.0,22.0,834.0,10.152,9.645,10.738,16.737,6.157,7.124,61.409
266.887,27.0,266.914,"60,84 ","15,07 ",27.968 ,20.806 ,213.753 ,3.869,518.0,40.0,808.0,14.221,18.593,22.153,1.515,209.241,343.0,266.914
